feature_code,date_code,date_start,date_end,measurement,units,value,currently_smokes_cigarettes,type_of_tenure,household_type,gender,limiting_long_term_physical_or_mental_health_condition,age,date_diff,council_area
S12000049,2017,2017,NA,Percent,Percent Of Adults,18.4,Yes,All,All,Female,All,All,NA,Glasgow City
S12000033,2017,2017,NA,Percent,Percent Of Adults,84.2,No,All,All,Female,All,All,NA,Aberdeen City
S12000047,2017,2017,NA,Percent,Percent Of Adults,83.8,No,All,All,Female,All,All,NA,Fife
S12000010,2017,2017,NA,Percent,Percent Of Adults,81,No,All,All,Female,All,All,NA,East Lothian
S12000021,2017,2017,NA,Percent,Percent Of Adults,79,No,All,All,Female,All,All,NA,North Ayrshire
S12000028,2017,2017,NA,Percent,Percent Of Adults,14.6,Yes,All,All,Female,All,All,NA,South Ayrshire
S12000028,2017,2017,NA,Percent,Percent Of Adults,85.4,No,All,All,Female,All,All,NA,South Ayrshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,80.8,No,All,All,Female,All,All,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,80.8,No,All,All,Female,All,All,NA,West Dunbartonshire
S12000036,2017,2017,NA,Percent,Percent Of Adults,86.3,No,All,All,Female,All,All,NA,City of Edinburgh
S12000026,2017,2017,NA,Percent,Percent Of Adults,17,Yes,All,All,Female,All,All,NA,Scottish Borders
S12000013,2017,2017,NA,Percent,Percent Of Adults,88.8,No,All,All,Female,All,All,NA,Na h-Eileanan Siar
S12000042,2017,2017,NA,Percent,Percent Of Adults,20.3,Yes,All,All,Female,All,All,NA,Dundee City
S12000042,2017,2017,NA,Percent,Percent Of Adults,20.3,Yes,All,All,Female,All,All,NA,Dundee City
S12000021,2017,2017,NA,Percent,Percent Of Adults,20.2,Yes,All,All,Female,All,All,NA,North Ayrshire
S12000042,2017,2017,NA,Percent,Percent Of Adults,79.7,No,All,All,Female,All,All,NA,Dundee City
S12000042,2017,2017,NA,Percent,Percent Of Adults,79.7,No,All,All,Female,All,All,NA,Dundee City
S12000038,2017,2017,NA,Percent,Percent Of Adults,83.1,No,All,All,Female,All,All,NA,Renfrewshire
S12000038,2017,2017,NA,Percent,Percent Of Adults,83.1,No,All,All,Female,All,All,NA,Renfrewshire
S12000041,2017,2017,NA,Percent,Percent Of Adults,81.4,No,All,All,Female,All,All,NA,Angus
S12000041,2017,2017,NA,Percent,Percent Of Adults,81.4,No,All,All,Female,All,All,NA,Angus
S12000014,2017,2017,NA,Percent,Percent Of Adults,85.1,No,All,All,Female,All,All,NA,Falkirk
S12000048,2017,2017,NA,Percent,Percent Of Adults,11.7,Yes,All,All,Female,All,All,NA,Perth and Kinross
S12000023,2017,2017,NA,Percent,Percent Of Adults,84.6,No,All,All,Female,All,All,NA,Orkney Islands
S12000034,2017,2017,NA,Percent,Percent Of Adults,16.1,Yes,All,All,Female,All,All,NA,Aberdeenshire
S12000050,2017,2017,NA,Percent,Percent Of Adults,76.4,No,All,All,Female,All,All,NA,North Lanarkshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,18.6,Yes,All,All,Female,All,All,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,18.6,Yes,All,All,Female,All,All,NA,West Dunbartonshire
S12000023,2017,2017,NA,Percent,Percent Of Adults,15.4,Yes,All,All,Female,All,All,NA,Orkney Islands
S12000049,2017,2017,NA,Percent,Percent Of Adults,81.5,No,All,All,Female,All,All,NA,Glasgow City
S12000035,2017,2017,NA,Percent,Percent Of Adults,13.7,Yes,All,All,Female,All,All,NA,Argyll and Bute
S12000006,2017,2017,NA,Percent,Percent Of Adults,18.4,Yes,All,All,Female,All,All,NA,Dumfries and Galloway
S12000036,2017,2017,NA,Percent,Percent Of Adults,13.4,Yes,All,All,Female,All,All,NA,City of Edinburgh
S12000006,2017,2017,NA,Percent,Percent Of Adults,80.1,No,All,All,Female,All,All,NA,Dumfries and Galloway
S12000011,2017,2017,NA,Percent,Percent Of Adults,10,Yes,All,All,Female,All,All,NA,East Renfrewshire
S12000011,2017,2017,NA,Percent,Percent Of Adults,10,Yes,All,All,Female,All,All,NA,East Renfrewshire
S12000013,2017,2017,NA,Percent,Percent Of Adults,11.2,Yes,All,All,Female,All,All,NA,Na h-Eileanan Siar
S12000047,2017,2017,NA,Percent,Percent Of Adults,16,Yes,All,All,Female,All,All,NA,Fife
S12000020,2017,2017,NA,Percent,Percent Of Adults,19.8,Yes,All,All,Female,All,All,NA,Moray
S12000011,2017,2017,NA,Percent,Percent Of Adults,90,No,All,All,Female,All,All,NA,East Renfrewshire
S12000011,2017,2017,NA,Percent,Percent Of Adults,90,No,All,All,Female,All,All,NA,East Renfrewshire
S12000005,2017,2017,NA,Percent,Percent Of Adults,79,No,All,All,Female,All,All,NA,Clackmannanshire
S12000018,2017,2017,NA,Percent,Percent Of Adults,82.6,No,All,All,Female,All,All,NA,Inverclyde
S12000018,2017,2017,NA,Percent,Percent Of Adults,82.6,No,All,All,Female,All,All,NA,Inverclyde
S12000019,2017,2017,NA,Percent,Percent Of Adults,20,Yes,All,All,Female,All,All,NA,Midlothian
S12000018,2017,2017,NA,Percent,Percent Of Adults,17.4,Yes,All,All,Female,All,All,NA,Inverclyde
S12000018,2017,2017,NA,Percent,Percent Of Adults,17.4,Yes,All,All,Female,All,All,NA,Inverclyde
S12000045,2017,2017,NA,Percent,Percent Of Adults,10.3,Yes,All,All,Female,All,All,NA,East Dunbartonshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,10.3,Yes,All,All,Female,All,All,NA,East Dunbartonshire
S12000017,2017,2017,NA,Percent,Percent Of Adults,13.8,Yes,All,All,Female,All,All,NA,Highland
S12000040,2017,2017,NA,Percent,Percent Of Adults,85.4,No,All,All,Female,All,All,NA,West Lothian
S12000014,2017,2017,NA,Percent,Percent Of Adults,14.9,Yes,All,All,Female,All,All,NA,Falkirk
S12000029,2017,2017,NA,Percent,Percent Of Adults,86.6,No,All,All,Female,All,All,NA,South Lanarkshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,86.6,No,All,All,Female,All,All,NA,South Lanarkshire
S12000026,2017,2017,NA,Percent,Percent Of Adults,83,No,All,All,Female,All,All,NA,Scottish Borders
S12000035,2017,2017,NA,Percent,Percent Of Adults,85.5,No,All,All,Female,All,All,NA,Argyll and Bute
S12000027,2017,2017,NA,Percent,Percent Of Adults,80.7,No,All,All,Female,All,All,NA,Shetland Islands
S12000033,2017,2017,NA,Percent,Percent Of Adults,15.8,Yes,All,All,Female,All,All,NA,Aberdeen City
S12000041,2017,2017,NA,Percent,Percent Of Adults,18.6,Yes,All,All,Female,All,All,NA,Angus
S12000041,2017,2017,NA,Percent,Percent Of Adults,18.6,Yes,All,All,Female,All,All,NA,Angus
S12000010,2017,2017,NA,Percent,Percent Of Adults,18,Yes,All,All,Female,All,All,NA,East Lothian
S12000013,2017,2017,NA,Percent,Percent Of Adults,19.8,Yes,All,All,All,All,16-64 years,NA,Na h-Eileanan Siar
S12000034,2017,2017,NA,Percent,Percent Of Adults,18.5,Yes,All,All,All,All,16-34 years,NA,Aberdeenshire
S12000049,2017,2017,NA,Percent,Percent Of Adults,23.4,Yes,All,All,All,All,16-64 years,NA,Glasgow City
S12000005,2017,2017,NA,Percent,Percent Of Adults,20.2,Yes,All,All,All,All,All,NA,Clackmannanshire
S12000035,2017,2017,NA,Percent,Percent Of Adults,8.6,Yes,All,All,All,All,65 years and over,NA,Argyll and Bute
S12000038,2017,2017,NA,Percent,Percent Of Adults,14.4,Yes,All,All,All,All,65 years and over,NA,Renfrewshire
S12000038,2017,2017,NA,Percent,Percent Of Adults,14.4,Yes,All,All,All,All,65 years and over,NA,Renfrewshire
S12000021,2017,2017,NA,Percent,Percent Of Adults,12.4,Yes,All,All,All,All,65 years and over,NA,North Ayrshire
S12000005,2017,2017,NA,Percent,Percent Of Adults,17.9,Yes,All,All,All,All,65 years and over,NA,Clackmannanshire
S12000047,2017,2017,NA,Percent,Percent Of Adults,9,Yes,All,All,All,All,65 years and over,NA,Fife
S12000039,2017,2017,NA,Percent,Percent Of Adults,9,Yes,All,All,All,All,65 years and over,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,9,Yes,All,All,All,All,65 years and over,NA,West Dunbartonshire
S12000023,2017,2017,NA,Percent,Percent Of Adults,6.6,Yes,All,All,All,All,65 years and over,NA,Orkney Islands
S12000036,2017,2017,NA,Percent,Percent Of Adults,12.2,Yes,All,All,All,All,65 years and over,NA,City of Edinburgh
S12000013,2017,2017,NA,Percent,Percent Of Adults,9.1,Yes,All,All,All,All,65 years and over,NA,Na h-Eileanan Siar
S12000041,2017,2017,NA,Percent,Percent Of Adults,9.6,Yes,All,All,All,All,65 years and over,NA,Angus
S12000041,2017,2017,NA,Percent,Percent Of Adults,9.6,Yes,All,All,All,All,65 years and over,NA,Angus
S12000019,2017,2017,NA,Percent,Percent Of Adults,10.7,Yes,All,All,All,All,65 years and over,NA,Midlothian
S12000018,2017,2017,NA,Percent,Percent Of Adults,12.1,Yes,All,All,All,All,16-34 years,NA,Inverclyde
S12000018,2017,2017,NA,Percent,Percent Of Adults,12.1,Yes,All,All,All,All,16-34 years,NA,Inverclyde
S12000010,2017,2017,NA,Percent,Percent Of Adults,18.9,Yes,All,All,All,All,All,NA,East Lothian
S12000017,2017,2017,NA,Percent,Percent Of Adults,16.2,Yes,All,All,All,All,All,NA,Highland
S12000008,2017,2017,NA,Percent,Percent Of Adults,19.2,Yes,All,All,All,All,All,NA,East Ayrshire
S12000027,2017,2017,NA,Percent,Percent Of Adults,10.2,Yes,All,All,All,All,65 years and over,NA,Shetland Islands
S12000020,2017,2017,NA,Percent,Percent Of Adults,9.4,Yes,All,All,All,All,65 years and over,NA,Moray
S12000014,2017,2017,NA,Percent,Percent Of Adults,15,Yes,All,All,All,All,35-64 years,NA,Falkirk
S12000034,2017,2017,NA,Percent,Percent Of Adults,7.3,Yes,All,All,All,All,65 years and over,NA,Aberdeenshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,9.2,Yes,All,All,All,All,65 years and over,NA,South Lanarkshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,9.2,Yes,All,All,All,All,65 years and over,NA,South Lanarkshire
S12000011,2017,2017,NA,Percent,Percent Of Adults,9.7,Yes,All,All,All,All,65 years and over,NA,East Renfrewshire
S12000011,2017,2017,NA,Percent,Percent Of Adults,9.7,Yes,All,All,All,All,65 years and over,NA,East Renfrewshire
S12000028,2017,2017,NA,Percent,Percent Of Adults,9.7,Yes,All,All,All,All,65 years and over,NA,South Ayrshire
S12000018,2017,2017,NA,Percent,Percent Of Adults,15.9,Yes,All,All,All,All,65 years and over,NA,Inverclyde
S12000018,2017,2017,NA,Percent,Percent Of Adults,15.9,Yes,All,All,All,All,65 years and over,NA,Inverclyde
S12000050,2017,2017,NA,Percent,Percent Of Adults,17.3,Yes,All,All,All,All,65 years and over,NA,North Lanarkshire
S12000008,2017,2017,NA,Percent,Percent Of Adults,10.6,Yes,All,All,All,All,65 years and over,NA,East Ayrshire
S12000010,2017,2017,NA,Percent,Percent Of Adults,11.6,Yes,All,All,All,All,65 years and over,NA,East Lothian
S12000050,2017,2017,NA,Percent,Percent Of Adults,24.8,Yes,All,All,All,All,35-64 years,NA,North Lanarkshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,24.1,Yes,All,All,All,All,16-64 years,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,24.1,Yes,All,All,All,All,16-64 years,NA,West Dunbartonshire
S12000041,2017,2017,NA,Percent,Percent Of Adults,17.7,Yes,All,All,All,All,35-64 years,NA,Angus
S12000041,2017,2017,NA,Percent,Percent Of Adults,17.7,Yes,All,All,All,All,35-64 years,NA,Angus
S12000042,2017,2017,NA,Percent,Percent Of Adults,26.5,Yes,All,All,All,All,35-64 years,NA,Dundee City
S12000042,2017,2017,NA,Percent,Percent Of Adults,26.5,Yes,All,All,All,All,35-64 years,NA,Dundee City
S12000045,2017,2017,NA,Percent,Percent Of Adults,15.9,Yes,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,15.9,Yes,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000021,2017,2017,NA,Percent,Percent Of Adults,26.9,Yes,All,All,All,All,35-64 years,NA,North Ayrshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,24.4,Yes,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,24.4,Yes,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,6.5,Yes,All,All,All,All,65 years and over,NA,East Dunbartonshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,6.5,Yes,All,All,All,All,65 years and over,NA,East Dunbartonshire
S12000042,2018,2018,NA,Percent,Percent Of Adults,75.5,No,All,All,All,All,All,NA,Dundee City
S12000042,2018,2018,NA,Percent,Percent Of Adults,75.5,No,All,All,All,All,All,NA,Dundee City
S12000029,2018,2018,NA,Percent,Percent Of Adults,80.1,No,All,All,All,All,All,NA,South Lanarkshire
S12000029,2018,2018,NA,Percent,Percent Of Adults,80.1,No,All,All,All,All,All,NA,South Lanarkshire
S12000023,2018,2018,NA,Percent,Percent Of Adults,84.3,No,All,All,All,All,All,NA,Orkney Islands
S12000036,2018,2018,NA,Percent,Percent Of Adults,84.6,No,All,All,All,All,All,NA,City of Edinburgh
S12000027,2018,2018,NA,Percent,Percent Of Adults,90.8,No,All,All,All,All,All,NA,Shetland Islands
S12000028,2018,2018,NA,Percent,Percent Of Adults,80.5,No,All,All,All,All,All,NA,South Ayrshire
S12000045,2018,2018,NA,Percent,Percent Of Adults,92.8,No,All,All,All,All,All,NA,East Dunbartonshire
S12000045,2018,2018,NA,Percent,Percent Of Adults,92.8,No,All,All,All,All,All,NA,East Dunbartonshire
S12000049,2018,2018,NA,Percent,Percent Of Adults,78.8,No,All,All,All,All,All,NA,Glasgow City
S12000014,2018,2018,NA,Percent,Percent Of Adults,85.2,No,All,All,All,All,All,NA,Falkirk
S12000011,2018,2018,NA,Percent,Percent Of Adults,88,No,All,All,All,All,All,NA,East Renfrewshire
S12000011,2018,2018,NA,Percent,Percent Of Adults,88,No,All,All,All,All,All,NA,East Renfrewshire
S12000013,2018,2018,NA,Percent,Percent Of Adults,82.2,No,All,All,All,All,All,NA,Na h-Eileanan Siar
S12000006,2018,2018,NA,Percent,Percent Of Adults,84.2,No,All,All,All,All,All,NA,Dumfries and Galloway
S12000008,2018,2018,NA,Percent,Percent Of Adults,79.2,No,All,All,All,All,All,NA,East Ayrshire
S12000026,2018,2018,NA,Percent,Percent Of Adults,85,No,All,All,All,All,All,NA,Scottish Borders
S12000029,2018,2018,NA,Percent,Percent Of Adults,80,No,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000029,2018,2018,NA,Percent,Percent Of Adults,80,No,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000006,2018,2018,NA,Percent,Percent Of Adults,92.2,No,All,All,All,All,65 years and over,NA,Dumfries and Galloway
S12000039,2018,2018,NA,Percent,Percent Of Adults,92.2,No,All,All,All,All,65 years and over,NA,West Dunbartonshire
S12000039,2018,2018,NA,Percent,Percent Of Adults,92.2,No,All,All,All,All,65 years and over,NA,West Dunbartonshire
S12000041,2018,2018,NA,Percent,Percent Of Adults,91.8,No,All,All,All,All,65 years and over,NA,Angus
S12000041,2018,2018,NA,Percent,Percent Of Adults,91.8,No,All,All,All,All,65 years and over,NA,Angus
S12000027,2018,2018,NA,Percent,Percent Of Adults,95.8,No,All,All,All,All,65 years and over,NA,Shetland Islands
S12000005,2018,2018,NA,Percent,Percent Of Adults,80.8,No,All,All,All,All,65 years and over,NA,Clackmannanshire
S12000040,2018,2018,NA,Percent,Percent Of Adults,83.3,No,All,All,All,All,16-34 years,NA,West Lothian
S12000035,2018,2018,NA,Percent,Percent Of Adults,92.1,No,All,All,All,All,65 years and over,NA,Argyll and Bute
S12000014,2018,2018,NA,Percent,Percent Of Adults,91.5,No,All,All,All,All,65 years and over,NA,Falkirk
S12000036,2018,2018,NA,Percent,Percent Of Adults,90.1,No,All,All,All,All,65 years and over,NA,City of Edinburgh
S12000026,2018,2018,NA,Percent,Percent Of Adults,90.5,No,All,All,All,All,65 years and over,NA,Scottish Borders
S12000048,2018,2018,NA,Percent,Percent Of Adults,90.9,No,All,All,All,All,65 years and over,NA,Perth and Kinross
S12000033,2018,2018,NA,Percent,Percent Of Adults,88.7,No,All,All,All,All,65 years and over,NA,Aberdeen City
S12000028,2018,2018,NA,Percent,Percent Of Adults,88.4,No,All,All,All,All,65 years and over,NA,South Ayrshire
S12000045,2018,2018,NA,Percent,Percent Of Adults,97.1,No,All,All,All,All,65 years and over,NA,East Dunbartonshire
S12000045,2018,2018,NA,Percent,Percent Of Adults,97.1,No,All,All,All,All,65 years and over,NA,East Dunbartonshire
S12000011,2018,2018,NA,Percent,Percent Of Adults,89.5,No,All,All,All,All,65 years and over,NA,East Renfrewshire
S12000011,2018,2018,NA,Percent,Percent Of Adults,89.5,No,All,All,All,All,65 years and over,NA,East Renfrewshire
S12000017,2018,2018,NA,Percent,Percent Of Adults,91.4,No,All,All,All,All,65 years and over,NA,Highland
S12000023,2018,2018,NA,Percent,Percent Of Adults,95.4,No,All,All,All,All,65 years and over,NA,Orkney Islands
S12000034,2018,2018,NA,Percent,Percent Of Adults,89.7,No,All,All,All,All,65 years and over,NA,Aberdeenshire
S12000010,2018,2018,NA,Percent,Percent Of Adults,93.1,No,All,All,All,All,65 years and over,NA,East Lothian
S12000040,2018,2018,NA,Percent,Percent Of Adults,93.6,No,All,All,All,All,65 years and over,NA,West Lothian
S12000026,2018,2018,NA,Percent,Percent Of Adults,17.3,Yes,All,All,All,All,16-64 years,NA,Scottish Borders
S12000029,2018,2018,NA,Percent,Percent Of Adults,20,Yes,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000029,2018,2018,NA,Percent,Percent Of Adults,20,Yes,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000038,2018,2018,NA,Percent,Percent Of Adults,20.7,Yes,All,All,All,All,16-34 years,NA,Renfrewshire
S12000038,2018,2018,NA,Percent,Percent Of Adults,20.7,Yes,All,All,All,All,16-34 years,NA,Renfrewshire
S12000045,2018,2018,NA,Percent,Percent Of Adults,2.3,Yes,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000045,2018,2018,NA,Percent,Percent Of Adults,2.3,Yes,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000030,2018,2018,NA,Percent,Percent Of Adults,15.7,Yes,All,All,All,All,All,NA,Stirling
S12000010,2018,2018,NA,Percent,Percent Of Adults,85.7,No,All,All,All,All,All,NA,East Lothian
S12000005,2018,2018,NA,Percent,Percent Of Adults,82.7,No,All,All,All,All,All,NA,Clackmannanshire
S12000050,2018,2018,NA,Percent,Percent Of Adults,78.9,No,All,All,All,All,All,NA,North Lanarkshire
S12000033,2018,2018,NA,Percent,Percent Of Adults,16.5,Yes,All,All,All,All,16-64 years,NA,Aberdeen City
S12000010,2018,2018,NA,Percent,Percent Of Adults,16.7,Yes,All,All,All,All,16-64 years,NA,East Lothian
S12000021,2018,2018,NA,Percent,Percent Of Adults,23.7,Yes,All,All,All,All,16-34 years,NA,North Ayrshire
S12000008,2018,2018,NA,Percent,Percent Of Adults,20.2,Yes,All,All,All,All,16-34 years,NA,East Ayrshire
S12000030,2018,2018,NA,Percent,Percent Of Adults,16.7,Yes,All,All,All,All,16-64 years,NA,Stirling
S12000035,2018,2018,NA,Percent,Percent Of Adults,83.9,No,All,All,All,All,All,NA,Argyll and Bute
S12000047,2018,2018,NA,Percent,Percent Of Adults,81.5,No,All,All,All,All,All,NA,Fife
S12000019,2018,2018,NA,Percent,Percent Of Adults,82.4,No,All,All,All,All,All,NA,Midlothian
S12000021,2018,2018,NA,Percent,Percent Of Adults,78.3,No,All,All,All,All,All,NA,North Ayrshire
S12000034,2018,2018,NA,Percent,Percent Of Adults,83,No,All,All,All,All,All,NA,Aberdeenshire
S12000020,2018,2018,NA,Percent,Percent Of Adults,80.3,No,All,All,All,All,All,NA,Moray
S12000018,2018,2018,NA,Percent,Percent Of Adults,79.4,No,All,All,All,All,All,NA,Inverclyde
S12000018,2018,2018,NA,Percent,Percent Of Adults,79.4,No,All,All,All,All,All,NA,Inverclyde
S12000048,2018,2018,NA,Percent,Percent Of Adults,83.7,No,All,All,All,All,All,NA,Perth and Kinross
S12000010,2018,2018,NA,Percent,Percent Of Adults,81.1,No,All,All,All,All,16-34 years,NA,East Lothian
S12000040,2018,2018,NA,Percent,Percent Of Adults,83.8,No,All,All,All,All,16-64 years,NA,West Lothian
S12000039,2018,2018,NA,Percent,Percent Of Adults,77.9,No,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000039,2018,2018,NA,Percent,Percent Of Adults,77.9,No,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000008,2018,2018,NA,Percent,Percent Of Adults,76.5,No,All,All,All,All,35-64 years,NA,East Ayrshire
S12000029,2018,2018,NA,Percent,Percent Of Adults,76.7,No,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000029,2018,2018,NA,Percent,Percent Of Adults,76.7,No,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000049,2018,2018,NA,Percent,Percent Of Adults,74,No,All,All,All,All,35-64 years,NA,Glasgow City
S12000047,2018,2018,NA,Percent,Percent Of Adults,79,No,All,All,All,All,35-64 years,NA,Fife
S12000021,2018,2018,NA,Percent,Percent Of Adults,73.7,No,All,All,All,All,35-64 years,NA,North Ayrshire
S12000013,2018,2018,NA,Percent,Percent Of Adults,77.5,No,All,All,All,All,35-64 years,NA,Na h-Eileanan Siar
S12000045,2018,2018,NA,Percent,Percent Of Adults,91.2,No,All,All,All,All,16-64 years,NA,East Dunbartonshire
S12000045,2018,2018,NA,Percent,Percent Of Adults,91.2,No,All,All,All,All,16-64 years,NA,East Dunbartonshire
S12000011,2018,2018,NA,Percent,Percent Of Adults,87.5,No,All,All,All,All,16-64 years,NA,East Renfrewshire
S12000011,2018,2018,NA,Percent,Percent Of Adults,87.5,No,All,All,All,All,16-64 years,NA,East Renfrewshire
S12000027,2018,2018,NA,Percent,Percent Of Adults,89.2,No,All,All,All,All,16-64 years,NA,Shetland Islands
S12000026,2018,2018,NA,Percent,Percent Of Adults,82.7,No,All,All,All,All,16-64 years,NA,Scottish Borders
S12000038,2018,2018,NA,Percent,Percent Of Adults,19.1,Yes,All,All,All,All,16-64 years,NA,Renfrewshire
S12000038,2018,2018,NA,Percent,Percent Of Adults,19.1,Yes,All,All,All,All,16-64 years,NA,Renfrewshire
S12000019,2018,2018,NA,Percent,Percent Of Adults,19.2,Yes,All,All,All,All,16-64 years,NA,Midlothian
S12000048,2018,2018,NA,Percent,Percent Of Adults,19.1,Yes,All,All,All,All,16-64 years,NA,Perth and Kinross
S12000034,2018,2018,NA,Percent,Percent Of Adults,19.1,Yes,All,All,All,All,16-64 years,NA,Aberdeenshire
S12000042,2018,2018,NA,Percent,Percent Of Adults,26.3,Yes,All,All,All,All,16-64 years,NA,Dundee City
S12000042,2018,2018,NA,Percent,Percent Of Adults,26.3,Yes,All,All,All,All,16-64 years,NA,Dundee City
