feature_code,date_code,measurement,units,value,sex,age,simd_quintiles,urban_rural_classification
S12000011,2016-2018,95% Lower Confidence Limit,Years,82.93,Female,0 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,84.2,Female,0 years,All,All
S12000011,2016-2018,95% Lower Confidence Limit,Years,80,Male,0 years,All,All
S12000013,2016-2018,95% Upper Confidence Limit,Years,83.86,Female,0 years,All,All
S12000013,2016-2018,Count,Years,77.44,Male,0 years,All,All
S12000013,2016-2018,95% Lower Confidence Limit,Years,81.64,Female,0 years,All,All
S12000013,2016-2018,Count,Years,82.75,Female,0 years,All,All
S12000013,2016-2018,95% Upper Confidence Limit,Years,78.81,Male,0 years,All,All
S12000013,2016-2018,95% Lower Confidence Limit,Years,76.08,Male,0 years,All,All
S12000014,2016-2018,Count,Years,80.3,Female,0 years,All,All
S12000014,2016-2018,95% Lower Confidence Limit,Years,76.54,Male,0 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,77.66,Male,0 years,All,All
S12000014,2016-2018,95% Lower Confidence Limit,Years,79.79,Female,0 years,All,All
S12000014,2016-2018,Count,Years,77.1,Male,0 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,80.82,Female,0 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,82.78,Female,0 years,All,All
S12000017,2016-2018,95% Lower Confidence Limit,Years,77.28,Male,0 years,All,All
S12000017,2016-2018,95% Lower Confidence Limit,Years,81.93,Female,0 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,78.23,Male,0 years,All,All
S12000017,2016-2018,Count,Years,77.75,Male,0 years,All,All
S12000017,2016-2018,Count,Years,82.35,Female,0 years,All,All
S12000018,2016-2018,95% Lower Confidence Limit,Years,74.42,Male,0 years,All,All
S12000018,2016-2018,Count,Years,79.6,Female,0 years,All,All
S12000018,2016-2018,95% Lower Confidence Limit,Years,78.87,Female,0 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,80.33,Female,0 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,75.91,Male,0 years,All,All
S12000018,2016-2018,Count,Years,75.16,Male,0 years,All,All
S12000019,2016-2018,95% Lower Confidence Limit,Years,77.2,Male,0 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,78.64,Male,0 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,82.33,Female,0 years,All,All
S12000019,2016-2018,95% Lower Confidence Limit,Years,81.03,Female,0 years,All,All
S12000019,2016-2018,Count,Years,81.68,Female,0 years,All,All
S12000019,2016-2018,Count,Years,77.92,Male,0 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,82.36,Female,0 years,All,All
S12000020,2016-2018,Count,Years,81.68,Female,0 years,All,All
S12000020,2016-2018,Count,Years,78.97,Male,0 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,79.67,Male,0 years,All,All
S12000020,2016-2018,95% Lower Confidence Limit,Years,80.99,Female,0 years,All,All
S12000020,2016-2018,95% Lower Confidence Limit,Years,78.27,Male,0 years,All,All
S12000021,2016-2018,95% Upper Confidence Limit,Years,80.49,Female,0 years,All,All
S12000021,2016-2018,95% Lower Confidence Limit,Years,79.26,Female,0 years,All,All
S12000021,2016-2018,95% Lower Confidence Limit,Years,75.71,Male,0 years,All,All
S12000021,2016-2018,Count,Years,76.34,Male,0 years,All,All
S12000021,2016-2018,95% Upper Confidence Limit,Years,76.97,Male,0 years,All,All
S12000021,2016-2018,Count,Years,79.88,Female,0 years,All,All
S12000023,2016-2018,Count,Years,79.09,Male,0 years,All,All
S12000023,2016-2018,95% Lower Confidence Limit,Years,80.73,Female,0 years,All,All
S12000023,2016-2018,Count,Years,82.07,Female,0 years,All,All
S12000023,2016-2018,95% Upper Confidence Limit,Years,80.59,Male,0 years,All,All
S12000023,2016-2018,95% Upper Confidence Limit,Years,83.41,Female,0 years,All,All
S12000023,2016-2018,95% Lower Confidence Limit,Years,77.58,Male,0 years,All,All
S12000026,2016-2018,95% Upper Confidence Limit,Years,79.5,Male,0 years,All,All
S12000026,2016-2018,95% Upper Confidence Limit,Years,82.68,Female,0 years,All,All
S12000026,2016-2018,95% Lower Confidence Limit,Years,78.17,Male,0 years,All,All
S12000026,2016-2018,95% Lower Confidence Limit,Years,81.5,Female,0 years,All,All
S12000026,2016-2018,Count,Years,82.09,Female,0 years,All,All
S12000026,2016-2018,Count,Years,78.83,Male,0 years,All,All
S12000027,2016-2018,Count,Years,79.48,Male,0 years,All,All
S12000027,2016-2018,95% Upper Confidence Limit,Years,80.8,Male,0 years,All,All
S12000027,2016-2018,Count,Years,83.37,Female,0 years,All,All
S12000027,2016-2018,95% Lower Confidence Limit,Years,78.16,Male,0 years,All,All
S12000027,2016-2018,95% Upper Confidence Limit,Years,84.47,Female,0 years,All,All
S12000027,2016-2018,95% Lower Confidence Limit,Years,82.27,Female,0 years,All,All
S12000028,2016-2018,95% Lower Confidence Limit,Years,76.59,Male,0 years,All,All
S12000028,2016-2018,95% Upper Confidence Limit,Years,78.01,Male,0 years,All,All
S12000028,2016-2018,Count,Years,77.3,Male,0 years,All,All
S12000028,2016-2018,95% Upper Confidence Limit,Years,81.88,Female,0 years,All,All
S12000028,2016-2018,95% Lower Confidence Limit,Years,80.63,Female,0 years,All,All
S12000028,2016-2018,Count,Years,81.26,Female,0 years,All,All
S12000029,2016-2018,Count,Years,76.83,Male,0 years,All,All
S12000029,2016-2018,95% Upper Confidence Limit,Years,77.21,Male,0 years,All,All
S12000029,2016-2018,95% Lower Confidence Limit,Years,76.44,Male,0 years,All,All
S12000029,2016-2018,95% Lower Confidence Limit,Years,80.28,Female,0 years,All,All
S12000029,2016-2018,Count,Years,80.63,Female,0 years,All,All
S12000029,2016-2018,95% Upper Confidence Limit,Years,80.98,Female,0 years,All,All
S12000030,2016-2018,Count,Years,82.83,Female,0 years,All,All
S12000030,2016-2018,95% Upper Confidence Limit,Years,83.5,Female,0 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,82.16,Female,0 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,77.98,Male,0 years,All,All
S12000030,2016-2018,95% Upper Confidence Limit,Years,79.38,Male,0 years,All,All
S12000030,2016-2018,Count,Years,78.68,Male,0 years,All,All
S12000033,2016-2018,95% Upper Confidence Limit,Years,77.36,Male,0 years,All,All
S12000033,2016-2018,Count,Years,76.9,Male,0 years,All,All
S12000033,2016-2018,95% Lower Confidence Limit,Years,76.44,Male,0 years,All,All
S12000033,2016-2018,95% Upper Confidence Limit,Years,81.58,Female,0 years,All,All
S12000033,2016-2018,Count,Years,81.14,Female,0 years,All,All
S12000033,2016-2018,95% Lower Confidence Limit,Years,80.7,Female,0 years,All,All
S12000034,2016-2018,95% Upper Confidence Limit,Years,79.62,Male,0 years,All,All
S12000034,2016-2018,95% Lower Confidence Limit,Years,78.83,Male,0 years,All,All
S12000034,2016-2018,95% Lower Confidence Limit,Years,82.53,Female,0 years,All,All
S12000034,2016-2018,95% Upper Confidence Limit,Years,83.27,Female,0 years,All,All
S12000034,2016-2018,Count,Years,82.9,Female,0 years,All,All
S12000034,2016-2018,Count,Years,79.23,Male,0 years,All,All
S12000035,2016-2018,Count,Years,81.84,Female,0 years,All,All
S12000035,2016-2018,95% Upper Confidence Limit,Years,82.54,Female,0 years,All,All
S12000035,2016-2018,95% Lower Confidence Limit,Years,77.16,Male,0 years,All,All
S12000035,2016-2018,Count,Years,77.88,Male,0 years,All,All
S12000035,2016-2018,95% Upper Confidence Limit,Years,78.61,Male,0 years,All,All
S12000035,2016-2018,95% Lower Confidence Limit,Years,81.15,Female,0 years,All,All
S12000036,2016-2018,95% Upper Confidence Limit,Years,78.41,Male,0 years,All,All
S12000036,2016-2018,Count,Years,82.29,Female,0 years,All,All
S12000036,2016-2018,95% Lower Confidence Limit,Years,77.75,Male,0 years,All,All
S12000036,2016-2018,95% Upper Confidence Limit,Years,82.59,Female,0 years,All,All
S12000036,2016-2018,95% Lower Confidence Limit,Years,82,Female,0 years,All,All
S12000036,2016-2018,Count,Years,78.08,Male,0 years,All,All
S12000038,2016-2018,95% Upper Confidence Limit,Years,76.35,Male,0 years,All,All
S12000038,2016-2018,95% Lower Confidence Limit,Years,75.29,Male,0 years,All,All
S12000038,2016-2018,95% Upper Confidence Limit,Years,80.88,Female,0 years,All,All
S12000038,2016-2018,Count,Years,75.82,Male,0 years,All,All
S12000038,2016-2018,Count,Years,80.41,Female,0 years,All,All
S12000038,2016-2018,95% Lower Confidence Limit,Years,79.94,Female,0 years,All,All
S12000041,2016-2018,95% Upper Confidence Limit,Years,78.99,Male,0 years,All,All
S12000041,2016-2018,Count,Years,78.35,Male,0 years,All,All
S12000041,2016-2018,95% Lower Confidence Limit,Years,77.72,Male,0 years,All,All
S12000041,2016-2018,Count,Years,81.76,Female,0 years,All,All
S12000041,2016-2018,95% Upper Confidence Limit,Years,82.37,Female,0 years,All,All
S12000041,2016-2018,95% Lower Confidence Limit,Years,81.14,Female,0 years,All,All
S12000042,2016-2018,Count,Years,79.23,Female,0 years,All,All
S12000042,2016-2018,95% Upper Confidence Limit,Years,79.82,Female,0 years,All,All
S12000042,2016-2018,95% Lower Confidence Limit,Years,78.63,Female,0 years,All,All
S12000042,2016-2018,95% Upper Confidence Limit,Years,74.6,Male,0 years,All,All
S12000042,2016-2018,95% Lower Confidence Limit,Years,73.31,Male,0 years,All,All
S12000042,2016-2018,Count,Years,73.95,Male,0 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,81,Male,0 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,83.99,Female,0 years,All,All
S12000045,2016-2018,Count,Years,83.38,Female,0 years,All,All
S12000045,2016-2018,95% Lower Confidence Limit,Years,82.77,Female,0 years,All,All
S12000045,2016-2018,Count,Years,80.37,Male,0 years,All,All
S12000045,2016-2018,95% Lower Confidence Limit,Years,79.74,Male,0 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,80.01,Female,0 years,All,All
S08000015,2016-2018,95% Upper Confidence Limit,Years,80.71,Female,0 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,76.18,Male,0 years,All,All
S08000015,2016-2018,95% Upper Confidence Limit,Years,76.93,Male,0 years,All,All
S08000015,2016-2018,Count,Years,76.55,Male,0 years,All,All
S08000015,2016-2018,Count,Years,80.36,Female,0 years,All,All
S08000016,2016-2018,Count,Years,82.09,Female,0 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,81.5,Female,0 years,All,All
S08000016,2016-2018,Count,Years,78.83,Male,0 years,All,All
S08000016,2016-2018,95% Upper Confidence Limit,Years,79.5,Male,0 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,78.17,Male,0 years,All,All
S08000016,2016-2018,95% Upper Confidence Limit,Years,82.68,Female,0 years,All,All
S08000017,2016-2018,Count,Years,81.76,Female,0 years,All,All
S08000017,2016-2018,95% Upper Confidence Limit,Years,82.28,Female,0 years,All,All
S08000017,2016-2018,Count,Years,77.92,Male,0 years,All,All
S08000017,2016-2018,95% Lower Confidence Limit,Years,77.32,Male,0 years,All,All
S08000017,2016-2018,95% Upper Confidence Limit,Years,78.52,Male,0 years,All,All
S08000017,2016-2018,95% Lower Confidence Limit,Years,81.24,Female,0 years,All,All
S08000019,2016-2018,95% Upper Confidence Limit,Years,81.46,Female,0 years,All,All
S08000019,2016-2018,Count,Years,81.1,Female,0 years,All,All
S08000019,2016-2018,95% Upper Confidence Limit,Years,77.94,Male,0 years,All,All
S08000019,2016-2018,Count,Years,77.53,Male,0 years,All,All
S08000019,2016-2018,95% Lower Confidence Limit,Years,77.13,Male,0 years,All,All
S08000019,2016-2018,95% Lower Confidence Limit,Years,80.73,Female,0 years,All,All
S08000020,2016-2018,95% Lower Confidence Limit,Years,78.1,Male,0 years,All,All
S08000020,2016-2018,Count,Years,78.38,Male,0 years,All,All
S08000020,2016-2018,Count,Years,82.06,Female,0 years,All,All
S08000020,2016-2018,95% Upper Confidence Limit,Years,78.65,Male,0 years,All,All
S08000020,2016-2018,95% Upper Confidence Limit,Years,82.32,Female,0 years,All,All
S08000020,2016-2018,95% Lower Confidence Limit,Years,81.8,Female,0 years,All,All
S08000022,2016-2018,Count,Years,82.2,Female,0 years,All,All
S08000022,2016-2018,95% Lower Confidence Limit,Years,77.38,Male,0 years,All,All
S08000022,2016-2018,95% Lower Confidence Limit,Years,81.84,Female,0 years,All,All
S08000022,2016-2018,95% Upper Confidence Limit,Years,78.18,Male,0 years,All,All
S08000022,2016-2018,Count,Years,77.78,Male,0 years,All,All
S08000022,2016-2018,95% Upper Confidence Limit,Years,82.56,Female,0 years,All,All
S08000024,2016-2018,95% Upper Confidence Limit,Years,82.15,Female,0 years,All,All
S08000024,2016-2018,Count,Years,81.94,Female,0 years,All,All
S08000024,2016-2018,95% Lower Confidence Limit,Years,81.72,Female,0 years,All,All
S08000024,2016-2018,Count,Years,78.12,Male,0 years,All,All
S08000024,2016-2018,95% Upper Confidence Limit,Years,78.36,Male,0 years,All,All
S08000024,2016-2018,95% Lower Confidence Limit,Years,77.89,Male,0 years,All,All
S08000025,2016-2018,95% Upper Confidence Limit,Years,80.59,Male,0 years,All,All
S08000025,2016-2018,Count,Years,79.09,Male,0 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,77.58,Male,0 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,80.73,Female,0 years,All,All
S08000025,2016-2018,Count,Years,82.07,Female,0 years,All,All
S08000025,2016-2018,95% Upper Confidence Limit,Years,83.41,Female,0 years,All,All
S08000026,2016-2018,Count,Years,79.48,Male,0 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,78.16,Male,0 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,82.27,Female,0 years,All,All
S08000026,2016-2018,Count,Years,83.37,Female,0 years,All,All
S08000026,2016-2018,95% Upper Confidence Limit,Years,80.8,Male,0 years,All,All
S08000026,2016-2018,95% Upper Confidence Limit,Years,84.47,Female,0 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,76.08,Male,0 years,All,All
S08000028,2016-2018,95% Upper Confidence Limit,Years,83.86,Female,0 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,81.64,Female,0 years,All,All
S08000028,2016-2018,Count,Years,82.75,Female,0 years,All,All
S08000028,2016-2018,95% Upper Confidence Limit,Years,78.81,Male,0 years,All,All
S08000028,2016-2018,Count,Years,77.44,Male,0 years,All,All
S16000074,2016-2018,95% Upper Confidence Limit,Years,81.63,Female,0 years,All,All
S16000074,2016-2018,Count,Years,80.76,Female,0 years,All,All
S16000074,2016-2018,Count,Years,75.75,Male,0 years,All,All
S16000074,2016-2018,95% Lower Confidence Limit,Years,79.88,Female,0 years,All,All
S16000074,2016-2018,95% Lower Confidence Limit,Years,74.9,Male,0 years,All,All
S16000074,2016-2018,95% Upper Confidence Limit,Years,76.59,Male,0 years,All,All
S16000075,2016-2018,Count,Years,80.75,Female,0 years,All,All
S16000075,2016-2018,95% Upper Confidence Limit,Years,77.69,Male,0 years,All,All
S16000075,2016-2018,95% Lower Confidence Limit,Years,80.08,Female,0 years,All,All
S16000075,2016-2018,95% Upper Confidence Limit,Years,81.42,Female,0 years,All,All
S16000075,2016-2018,Count,Years,76.93,Male,0 years,All,All
S16000075,2016-2018,95% Lower Confidence Limit,Years,76.16,Male,0 years,All,All
S16000076,2016-2018,95% Lower Confidence Limit,Years,77.65,Male,0 years,All,All
S16000076,2016-2018,95% Upper Confidence Limit,Years,83.25,Female,0 years,All,All
S16000076,2016-2018,95% Lower Confidence Limit,Years,81.92,Female,0 years,All,All
S16000076,2016-2018,Count,Years,78.41,Male,0 years,All,All
S16000076,2016-2018,Count,Years,82.58,Female,0 years,All,All
S16000076,2016-2018,95% Upper Confidence Limit,Years,79.17,Male,0 years,All,All
S16000077,2016-2018,Count,Years,80,Male,0 years,All,All
S16000077,2016-2018,95% Lower Confidence Limit,Years,79.31,Male,0 years,All,All
S16000077,2016-2018,Count,Years,83.16,Female,0 years,All,All
S16000077,2016-2018,95% Upper Confidence Limit,Years,83.83,Female,0 years,All,All
S16000077,2016-2018,95% Upper Confidence Limit,Years,80.68,Male,0 years,All,All
S16000077,2016-2018,95% Lower Confidence Limit,Years,82.49,Female,0 years,All,All
S16000078,2016-2018,95% Lower Confidence Limit,Years,83.3,Female,0 years,All,All
S16000078,2016-2018,95% Upper Confidence Limit,Years,84.6,Female,0 years,All,All
S16000078,2016-2018,95% Lower Confidence Limit,Years,80.05,Male,0 years,All,All
S16000078,2016-2018,95% Upper Confidence Limit,Years,81.45,Male,0 years,All,All
S16000078,2016-2018,Count,Years,80.75,Male,0 years,All,All
S16000078,2016-2018,Count,Years,83.95,Female,0 years,All,All
S16000079,2016-2018,Count,Years,79.69,Female,0 years,All,All
S16000079,2016-2018,95% Lower Confidence Limit,Years,73.94,Male,0 years,All,All
S16000079,2016-2018,95% Upper Confidence Limit,Years,75.63,Male,0 years,All,All
S16000079,2016-2018,95% Upper Confidence Limit,Years,80.42,Female,0 years,All,All
S16000079,2016-2018,Count,Years,74.79,Male,0 years,All,All
S16000079,2016-2018,95% Lower Confidence Limit,Years,78.95,Female,0 years,All,All
S16000080,2016-2018,95% Lower Confidence Limit,Years,76.8,Male,0 years,All,All
S16000080,2016-2018,95% Lower Confidence Limit,Years,79.94,Female,0 years,All,All
S16000080,2016-2018,Count,Years,80.65,Female,0 years,All,All
S16000080,2016-2018,Count,Years,77.59,Male,0 years,All,All
S16000080,2016-2018,95% Upper Confidence Limit,Years,81.36,Female,0 years,All,All
S16000080,2016-2018,95% Upper Confidence Limit,Years,78.37,Male,0 years,All,All
S16000081,2016-2018,Count,Years,78.5,Male,0 years,All,All
S16000081,2016-2018,95% Upper Confidence Limit,Years,79.33,Male,0 years,All,All
S16000081,2016-2018,95% Lower Confidence Limit,Years,77.67,Male,0 years,All,All
S16000081,2016-2018,95% Upper Confidence Limit,Years,83.06,Female,0 years,All,All
S16000081,2016-2018,95% Lower Confidence Limit,Years,81.61,Female,0 years,All,All
S16000081,2016-2018,Count,Years,82.34,Female,0 years,All,All
S16000082,2016-2018,Count,Years,81.55,Female,0 years,All,All
S16000082,2016-2018,95% Upper Confidence Limit,Years,82.36,Female,0 years,All,All
S16000082,2016-2018,95% Lower Confidence Limit,Years,80.74,Female,0 years,All,All
S16000082,2016-2018,Count,Years,78.57,Male,0 years,All,All
S16000082,2016-2018,95% Upper Confidence Limit,Years,79.34,Male,0 years,All,All
S16000082,2016-2018,95% Lower Confidence Limit,Years,77.8,Male,0 years,All,All
S16000083,2016-2018,95% Upper Confidence Limit,Years,78.09,Male,0 years,All,All
S16000083,2016-2018,95% Lower Confidence Limit,Years,76.28,Male,0 years,All,All
S16000083,2016-2018,Count,Years,81.59,Female,0 years,All,All
S16000083,2016-2018,95% Lower Confidence Limit,Years,80.72,Female,0 years,All,All
S16000083,2016-2018,Count,Years,77.18,Male,0 years,All,All
S16000083,2016-2018,95% Upper Confidence Limit,Years,82.47,Female,0 years,All,All
