FeatureCode,DateCode,Measurement,Units,Value,Currently Smokes Cigarettes,Type Of Tenure,Household Type,Gender,Limiting Long-term Physical or Mental Health Condition,Age
S12000038,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.2,Yes,All,All,All,All,65 years and over
S92000003,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.8,Yes,All,All,All,All,65 years and over
S12000029,2015,Percent,Percent Of Adults,11.5,Yes,All,All,All,All,65 years and over
S12000035,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.5,Yes,All,All,All,All,65 years and over
S12000018,2013,Percent,Percent Of Adults,17.2,Yes,All,All,All,All,65 years and over
S12000041,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,5.1,Yes,All,All,All,All,65 years and over
S08000029,2015,Percent,Percent Of Adults,9.3,Yes,All,All,All,All,65 years and over
S12000035,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.4,Yes,All,All,All,All,65 years and over
S12000017,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,13.3,Yes,All,All,All,All,65 years and over
S08000026,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.9,Yes,All,All,All,All,65 years and over
S12000019,2013,Percent,Percent Of Adults,6.8,Yes,All,All,All,All,65 years and over
S12000048,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.1,Yes,Owned Outright,All,All,All,All
S12000036,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.1,Yes,All,All,All,All,65 years and over
S08000029,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.9,Yes,All,All,All,All,65 years and over
S12000047,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,6,Yes,All,All,All,All,65 years and over
S12000014,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.9,Yes,All,All,All,All,35-64 years
S12000050,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.7,Yes,All,All,All,All,35-64 years
S08000019,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.4,Yes,All,All,All,All,65 years and over
S08000030,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.3,Yes,All,All,All,All,65 years and over
S12000026,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,5.3,Yes,All,All,All,All,65 years and over
S12000033,2012,Percent,Percent Of Adults,27.7,Yes,All,All,All,All,35-64 years
S12000021,2012,Percent,Percent Of Adults,14.4,Yes,All,All,All,All,65 years and over
S12000035,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,44,Yes,All,All,All,All,35-64 years
S12000035,2012,Percent,Percent Of Adults,35.7,Yes,All,All,All,All,35-64 years
S12000039,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.6,Yes,All,All,All,All,35-64 years
S08000028,2017,Percent,Percent Of Adults,9.1,Yes,All,All,All,All,65 years and over
S12000017,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.7,Yes,All,All,All,All,35-64 years
S12000035,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.3,Yes,All,All,All,All,65 years and over
S12000027,2016,Percent,Percent Of Adults,18.9,Yes,All,All,All,All,35-64 years
S12000018,2018,Percent,Percent Of Adults,18.6,Yes,All,All,All,All,65 years and over
S08000017,2015,Percent,Percent Of Adults,10.9,Yes,All,All,All,All,65 years and over
S92000003,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,11.9,Yes,All,All,All,All,65 years and over
S12000039,2015,Percent,Percent Of Adults,15.6,Yes,All,All,All,All,65 years and over
S08000025,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,Yes,All,All,All,All,65 years and over
S12000036,2017,Percent,Percent Of Adults,12.2,Yes,All,All,All,All,65 years and over
S12000042,2014,Percent,Percent Of Adults,31.3,Yes,All,All,All,All,35-64 years
S12000006,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.3,Yes,All,All,All,All,35-64 years
S12000035,2013,Percent,Percent Of Adults,10.5,Yes,All,All,All,All,65 years and over
S12000042,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.3,Yes,Owned Outright,All,All,All,All
S08000022,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.6,Yes,All,All,All,All,65 years and over
S08000031,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,82.9,No,Owned Outright,All,All,All,All
S12000028,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.1,Yes,All,All,All,All,65 years and over
S12000013,2017,Percent,Percent Of Adults,9.1,Yes,All,All,All,All,65 years and over
S12000048,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,84,No,Owned Outright,All,All,All,All
S12000005,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.1,No,Owned Outright,All,All,All,All
S08000015,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.7,Yes,All,All,All,All,65 years and over
S08000017,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,88.6,No,Owned Outright,All,All,All,All
S12000018,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,94.2,No,Owned Outright,All,All,All,All
S12000038,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.6,Yes,Owned Outright,All,All,All,All
S12000005,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.5,Yes,All,All,All,All,65 years and over
S08000031,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,88,No,Owned Outright,All,All,All,All
S12000030,2014,Percent,Percent Of Adults,7.9,Yes,All,All,All,All,65 years and over
S12000038,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,18,Yes,Owned Outright,All,All,All,All
S12000020,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.8,No,Owned Outright,All,All,All,All
S92000003,2016,Percent,Percent Of Adults,11,Yes,All,All,All,All,65 years and over
S12000014,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.5,Yes,All,All,All,All,65 years and over
S12000017,2016,Percent,Percent Of Adults,9.8,Yes,All,All,All,All,65 years and over
S12000047,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.9,Yes,All,All,All,All,65 years and over
S12000039,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,3,Yes,Owned Outright,All,All,All,All
S08000026,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,Yes,All,All,All,All,65 years and over
S12000013,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.6,Yes,All,All,All,All,65 years and over
S92000003,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,86.5,No,Owned Outright,All,All,All,All
S12000033,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.2,Yes,All,All,All,All,65 years and over
S12000030,2014,Percent,Percent Of Adults,91.8,No,Owned Outright,All,All,All,All
S13002778,2012-2015,Percent,Percent Of Adults,17.6,Yes,All,All,All,All,All
S13002535,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,12,Yes,All,All,All,All,All
S12000042,2016,Percent,Percent Of Adults,18.4,Yes,All,All,All,All,16-34 years
S16000098,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.5,Yes,All,All,All,All,All
S12000023,2013,Percent,Percent Of Adults,42.8,Yes,All,All,All,All,16-34 years
S12000014,2015,Percent,Percent Of Adults,24.6,Yes,All,All,All,All,16-34 years
S13002555,2014-2017,Percent,Percent Of Adults,16.5,Yes,All,All,All,All,All
S12000020,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,36.6,Yes,All,All,All,All,16-34 years
S12000048,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.3,Yes,All,All,All,All,16-34 years
S12000010,2015,Percent,Percent Of Adults,27.6,Yes,All,All,All,All,16-34 years
S12000050,2014,Percent,Percent Of Adults,22.8,Yes,All,All,All,All,All
S12000023,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.2,Yes,All,All,All,All,16-34 years
S12000049,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.5,Yes,All,All,All,All,16-34 years
S08000016,2012,Percent,Percent Of Adults,89.8,No,Owned Outright,All,All,All,All
S08000025,2016,Percent,Percent Of Adults,93.3,No,Owned Outright,All,All,All,All
S12000010,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.3,Yes,All,All,All,All,65 years and over
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,5.4,Yes,All,All,All,All,65 years and over
S12000005,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,90.4,No,Owned Outright,All,All,All,All
S12000023,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,99.3,No,Owned Outright,All,All,All,All
S12000039,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.3,Yes,All,All,All,All,16-34 years
S12000033,2013,Percent,Percent Of Adults,28.5,Yes,All,All,All,All,16-34 years
S12000006,2012,Percent,Percent Of Adults,32.6,Yes,All,All,All,All,16-34 years
S12000018,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.3,Yes,All,All,All,All,16-34 years
S12000008,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.9,Yes,All,All,All,All,16-34 years
S12000008,2016,Percent,Percent Of Adults,23.4,Yes,All,All,All,All,16-34 years
S12000042,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,20.5,Yes,All,All,All,All,65 years and over
S12000026,2012,Percent,Percent Of Adults,10.2,Yes,All,All,All,All,65 years and over
S08000020,2016,Percent,Percent Of Adults,9.6,Yes,All,All,All,All,65 years and over
S12000041,2017,Percent,Percent Of Adults,9.6,Yes,All,All,All,All,65 years and over
S12000008,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.6,Yes,All,All,All,All,65 years and over
S12000014,2012,Percent,Percent Of Adults,88.4,No,Owned Outright,All,All,All,All
S08000031,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.6,Yes,All,All,All,All,65 years and over
S12000038,2017,Percent,Percent Of Adults,86,No,Owned Outright,All,All,All,All
S08000026,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,2.9,Yes,All,All,All,All,65 years and over
S12000045,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,97.4,No,Owned Outright,All,All,All,All
S08000028,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.3,Yes,All,All,All,All,65 years and over
S08000032,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.8,Yes,All,All,All,All,65 years and over
S12000006,2013,Percent,Percent Of Adults,10.1,Yes,All,All,All,All,65 years and over
S12000010,2014,Percent,Percent Of Adults,13.5,Yes,All,All,All,All,65 years and over
S92000003,2015,Percent,Percent Of Adults,12.2,Yes,All,All,All,All,65 years and over
S12000027,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,36.3,Yes,All,All,All,All,65 years and over
S08000030,2013,Percent,Percent Of Adults,12.3,Yes,All,All,All,All,65 years and over
S12000038,2016,Percent,Percent Of Adults,11.2,Yes,All,All,All,All,65 years and over
S08000022,2012,Percent,Percent Of Adults,12.6,Yes,All,All,All,All,65 years and over
S12000036,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,10.3,Yes,All,All,All,All,65 years and over
S12000021,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,79.5,No,Owned Outright,All,All,All,All
S12000026,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,96,No,Owned Outright,All,All,All,All
S12000033,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.9,No,Owned Outright,All,All,All,All
S12000006,2016,Percent,Percent Of Adults,10.9,Yes,All,All,All,All,65 years and over
S12000019,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.5,Yes,All,All,All,All,65 years and over
S12000005,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,12.5,Yes,All,All,All,All,65 years and over
S08000020,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,90,No,Owned Outright,All,All,All,All
S08000022,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,94.3,No,Owned Outright,All,All,All,All
S12000039,2018,Percent,Percent Of Adults,6.7,Yes,Owned Outright,All,All,All,All
S08000031,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.1,No,Owned Outright,All,All,All,All
S08000020,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.8,No,Owned Outright,All,All,All,All
S08000030,2016,Percent,Percent Of Adults,9.1,Yes,All,All,All,All,65 years and over
S08000032,2018,Percent,Percent Of Adults,13.3,Yes,All,All,All,All,65 years and over
S08000017,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.4,Yes,All,All,All,All,65 years and over
S12000017,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.2,Yes,All,All,All,All,65 years and over
S12000045,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,6,Yes,Owned Outright,All,All,All,All
S08000019,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,88.9,No,Owned Outright,All,All,All,All
S08000029,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.3,Yes,All,All,All,All,65 years and over
S12000039,2012,Percent,Percent Of Adults,83.9,No,Owned Outright,All,All,All,All
S08000031,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.5,Yes,All,All,All,All,65 years and over
S12000019,2017,Percent,Percent Of Adults,10.7,Yes,All,All,All,All,65 years and over
S92000003,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,10.4,Yes,Owned Outright,All,All,All,All
S08000019,2012,Percent,Percent Of Adults,87.1,No,Owned Outright,All,All,All,All
S12000039,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.9,No,Owned Outright,All,All,All,All
S08000029,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,6,Yes,All,All,All,All,65 years and over
S92000003,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.8,Yes,Owned Outright,All,All,All,All
S92000003,2018,Percent,Percent Of Adults,9.6,Yes,Owned Outright,All,All,All,All
S12000047,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,12.3,Yes,Owned Outright,All,All,All,All
S08000017,2012,Percent,Percent Of Adults,87.5,No,Owned Outright,All,All,All,All
S12000047,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.4,Yes,Owned Outright,All,All,All,All
S08000028,2015,Percent,Percent Of Adults,16.6,Yes,All,All,All,All,65 years and over
S12000050,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,24.6,Yes,All,All,All,All,All
S12000045,2012,Percent,Percent Of Adults,91.2,No,Owned Outright,All,All,All,All
S12000019,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,86,No,Owned Outright,All,All,All,All
S13002655,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.2,Yes,All,All,All,All,All
S08000016,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,85.2,No,Owned Outright,All,All,All,All
S12000006,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,93,No,Owned Outright,All,All,All,All
S08000019,2016,Percent,Percent Of Adults,92.1,No,Owned Outright,All,All,All,All
S12000020,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.9,No,Owned Outright,All,All,All,All
S13002783,2012-2015,Percent,Percent Of Adults,10.3,Yes,All,All,All,All,All
S08000031,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,90.4,No,Owned Outright,All,All,All,All
S12000042,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,97.1,No,Owned Outright,All,All,All,All
S12000045,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,88.3,No,Owned Outright,All,All,All,All
S08000019,2015,Percent,Percent Of Adults,90.9,No,Owned Outright,All,All,All,All
S16000100,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,20.5,Yes,All,All,All,All,All
S12000050,2013,Percent,Percent Of Adults,28,Yes,All,All,All,All,All
S13002772,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,5,Yes,All,All,All,All,All
S13002777,2012-2015,Percent,Percent Of Adults,26.1,Yes,All,All,All,All,All
S13002779,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.8,Yes,All,All,All,All,All
S13002786,2012-2015,Percent,Percent Of Adults,21.8,Yes,All,All,All,All,All
S12000050,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.7,Yes,All,All,All,All,All
S16000106,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,20.8,Yes,All,All,All,All,All
S12000048,2018,Percent,Percent Of Adults,11.3,Yes,Owned Outright,All,All,All,All
S12000008,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,91.2,No,Owned Outright,All,All,All,All
S13002658,2012-2015,Percent,Percent Of Adults,29.4,Yes,All,All,All,All,All
S12000050,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.5,Yes,All,All,All,All,All
S13002658,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,34.8,Yes,All,All,All,All,All
S12000010,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.1,Yes,All,All,All,All,16-34 years
S12000014,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.1,Yes,All,All,All,All,16-34 years
S12000006,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,41,Yes,All,All,All,All,16-34 years
S08000016,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.9,Yes,All,All,All,All,16-34 years
S08000015,2017,Percent,Percent Of Adults,20.6,Yes,All,All,All,All,16-34 years
S12000021,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.7,Yes,All,All,All,All,16-34 years
S12000017,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.4,Yes,All,All,All,All,16-34 years
S16000101,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.2,Yes,All,All,All,All,All
S92000003,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.5,Yes,All,All,All,All,16-34 years
S12000035,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,89.3,No,Owned Outright,All,All,All,All
S12000041,2012,Percent,Percent Of Adults,21.8,Yes,All,All,All,All,16-34 years
S12000011,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,Yes,All,All,All,All,16-34 years
S12000005,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.3,Yes,All,All,All,All,16-34 years
S08000024,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.6,No,Owned Outright,All,All,All,All
S13002662,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.4,Yes,All,All,All,All,All
S08000017,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.3,No,Owned Outright,All,All,All,All
S08000015,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,90.7,No,Owned Outright,All,All,All,All
S12000029,2016,Percent,Percent Of Adults,92,No,Owned Outright,All,All,All,All
S12000026,2018,Percent,Percent Of Adults,90.6,No,Owned Outright,All,All,All,All
S12000018,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.7,Yes,All,All,All,All,16-34 years
